#"BArt";"dGz100";"Alter";"N";"Hm";"Ho";"G";"Dg";"Form";"VDerb";"VDerbAus";"lGzDerb";"VVorNutz";"GWLDerb";"dGzDerb";"Bemerkungen"
3;9.00;70.00;378.00;26.30;28.20;35.50;34.50;0.42;392.00;24.00;10.60;238.00;630.00;9.00;
3;9.00;75.00;353.00;27.50;29.30;36.70;36.40;0.41;419.00;24.00;10.20;262.00;681.00;9.10;
3;9.00;80.00;332.00;28.60;30.40;37.70;38.00;0.41;446.00;20.00;9.40;282.00;728.00;9.10;
3;9.00;85.00;314.00;29.70;31.40;38.70;39.70;0.41;472.00;20.00;9.20;302.00;774.00;9.10;
3;9.00;90.00;298.00;30.70;32.30;39.70;41.20;0.41;496.00;20.00;8.80;322.00;818.00;9.10;
3;9.00;95.00;283.00;31.60;33.20;40.60;42.70;0.40;520.00;18.00;8.40;340.00;860.00;9.10;
3;9.00;100.00;271.00;32.40;33.90;41.50;44.10;0.40;544.00;16.00;8.00;356.00;900.00;9.00;
3;10.00;20.00;1000.00;7.90;10.10;13.80;13.20;0.55;60.00;0.00;0.00;0.00;60.00;3.00;
3;10.00;25.00;1000.00;10.90;13.10;21.00;16.30;0.46;106.00;0.00;9.20;0.00;106.00;4.20;
3;10.00;30.00;913.00;13.60;15.80;25.10;18.70;0.45;155.00;15.00;12.80;15.00;170.00;5.70;
3;10.00;35.00;761.00;16.00;18.20;26.80;21.20;0.45;192.00;35.00;14.40;50.00;242.00;6.90;
3;10.00;40.00;648.00;18.20;20.30;28.60;23.70;0.44;229.00;36.00;14.60;86.00;315.00;7.90;
3;10.00;45.00;561.00;20.20;22.30;30.20;26.10;0.43;265.00;35.00;14.20;121.00;386.00;8.60;
3;10.00;50.00;499.00;22.00;24.00;31.80;28.50;0.43;300.00;35.00;14.00;156.00;456.00;9.10;
3;10.00;55.00;445.00;23.70;25.70;33.20;30.80;0.42;334.00;32.00;13.20;188.00;522.00;9.50;
3;10.00;60.00;404.00;25.30;27.20;34.60;33.00;0.42;368.00;30.00;12.80;218.00;586.00;9.80;
3;10.00;65.00;372.00;26.70;28.50;35.90;35.10;0.42;400.00;30.00;12.40;248.00;648.00;10.00;
3;10.00;70.00;343.00;28.10;29.90;37.20;37.10;0.41;431.00;27.00;11.60;275.00;706.00;10.10;
3;10.00;75.00;320.00;29.30;31.00;38.40;39.10;0.41;461.00;25.00;11.00;300.00;761.00;10.10;
3;10.00;80.00;300.00;30.50;32.10;39.50;40.90;0.41;491.00;23.00;10.60;323.00;814.00;10.20;
3;10.00;85.00;284.00;31.60;33.20;40.60;42.60;0.40;519.00;21.00;9.80;344.00;863.00;10.20;
3;10.00;90.00;269.00;32.60;34.10;41.70;44.30;0.40;547.00;20.00;9.60;364.00;911.00;10.10;
3;10.00;95.00;257.00;33.50;35.00;42.70;45.90;0.40;574.00;18.00;9.00;382.00;956.00;10.10;
3;10.00;100.00;247.00;34.40;35.80;43.60;47.40;0.40;599.00;19.00;8.80;401.00;1000.00;10.00;
3;11.00;20.00;1000.00;8.60;10.80;15.40;14.00;0.51;68.00;0.00;0.00;0.00;68.00;3.40;
3;11.00;25.00;1000.00;11.70;13.90;23.00;17.10;0.46;123.00;0.00;11.00;0.00;123.00;4.90;
3;11.00;30.00;849.00;14.50;16.70;25.70;19.60;0.45;168.00;30.00;15.00;30.00;198.00;6.60;
3;11.00;35.00;704.00;17.00;19.20;27.70;22.40;0.44;209.00;39.00;16.00;69.00;278.00;7.90;
3;11.00;40.00;596.00;19.40;21.50;29.50;25.10;0.44;249.00;40.00;16.00;109.00;358.00;8.90;
3;11.00;45.00;515.00;21.50;23.60;31.20;27.80;0.43;289.00;38.00;15.60;147.00;436.00;9.70;
3;11.00;50.00;456.00;23.40;25.40;32.90;30.30;0.42;327.00;38.00;15.20;185.00;512.00;10.20;
3;11.00;55.00;408.00;25.10;27.00;34.50;32.80;0.42;365.00;35.00;14.60;220.00;585.00;10.60;
3;11.00;60.00;369.00;26.80;28.60;36.00;35.20;0.42;401.00;33.00;13.80;253.00;654.00;10.90;
3;11.00;65.00;339.00;28.30;30.10;37.40;37.50;0.41;436.00;31.00;13.20;284.00;720.00;11.10;
3;11.00;70.00;314.00;29.70;31.40;38.80;39.60;0.41;470.00;29.00;12.60;313.00;783.00;11.20;
3;11.00;75.00;292.00;31.00;32.60;40.10;41.80;0.41;504.00;26.00;12.00;339.00;843.00;11.20;
3;11.00;80.00;275.00;32.20;33.80;41.20;43.70;0.41;537.00;24.00;11.40;363.00;900.00;11.30;
3;11.00;85.00;260.00;33.30;34.80;42.40;45.50;0.40;568.00;23.00;10.80;386.00;954.00;11.20;
3;11.00;90.00;247.00;34.30;35.70;43.50;47.30;0.40;598.00;21.00;10.20;407.00;1005.00;11.20;
3;11.00;95.00;237.00;35.30;36.70;44.60;49.10;0.40;627.00;20.00;9.80;427.00;1054.00;11.10;
3;11.00;100.00;227.00;36.30;37.60;45.60;50.60;0.40;656.00;17.00;9.20;444.00;1100.00;11.00;
3;12.00;20.00;1000.00;9.20;11.40;17.00;14.70;0.48;76.00;0.00;0.00;0.00;76.00;3.80;
3;12.00;25.00;989.00;12.50;14.70;24.20;17.70;0.45;137.00;5.00;13.20;5.00;142.00;5.70;
3;12.00;30.00;790.00;15.40;17.60;26.40;20.60;0.45;183.00;39.00;17.00;44.00;227.00;7.60;
3;12.00;35.00;653.00;18.10;20.20;28.50;23.60;0.44;227.00;44.00;17.60;88.00;315.00;9.00;
3;12.00;40.00;551.00;20.50;22.60;30.40;26.60;0.43;271.00;44.00;17.60;132.00;403.00;10.10;
3;12.00;45.00;474.00;22.70;24.70;32.30;29.40;0.43;314.00;43.00;17.20;175.00;489.00;10.90;
3;12.00;50.00;419.00;24.70;26.60;34.10;32.20;0.42;356.00;40.00;16.40;215.00;571.00;11.40;
3;12.00;55.00;374.00;26.60;28.50;35.80;34.90;0.42;396.00;38.00;15.60;253.00;649.00;11.80;
3;12.00;60.00;339.00;28.30;30.10;37.40;37.50;0.41;436.00;35.00;15.00;288.00;724.00;12.10;
3;12.00;65.00;311.00;29.80;31.50;38.90;39.90;0.41;474.00;33.00;14.20;321.00;795.00;12.20;
3;12.00;70.00;288.00;31.20;32.80;40.30;42.20;0.41;512.00;29.00;13.40;350.00;862.00;12.30;
3;12.00;75.00;269.00;32.60;34.10;41.70;44.40;0.40;548.00;28.00;12.80;378.00;926.00;12.30;
3;12.00;80.00;253.00;33.80;35.30;43.00;46.50;0.40;583.00;26.00;12.20;404.00;987.00;12.30;
3;12.00;85.00;240.00;35.00;36.40;44.30;48.40;0.40;618.00;22.00;11.40;426.00;1044.00;12.30;
3;12.00;90.00;228.00;36.10;37.40;45.40;50.30;0.40;651.00;22.00;11.00;448.00;1099.00;12.20;
3;12.00;95.00;219.00;37.10;38.40;46.50;52.10;0.40;683.00;20.00;10.40;468.00;1151.00;12.10;
3;12.00;100.00;210.00;38.10;39.30;47.60;53.80;0.39;714.00;18.00;9.80;486.00;1200.00;12.00;
3;13.00;20.00;1000.00;9.90;12.10;18.50;15.40;0.48;87.00;0.00;0.00;0.00;87.00;4.30;
3;13.00;25.00;933.00;13.30;15.50;24.80;18.40;0.45;149.00;14.00;15.20;14.00;163.00;6.50;
3;13.00;30.00;738.00;16.30;18.50;27.10;21.60;0.45;198.00;45.00;18.80;59.00;257.00;8.60;
3;13.00;35.00;608.00;19.10;21.20;29.30;24.80;0.44;245.00;49.00;19.20;108.00;353.00;10.10;
3;13.00;40.00;511.00;21.60;23.70;31.40;28.00;0.43;292.00;49.00;19.20;157.00;449.00;11.20;
3;13.00;45.00;439.00;23.90;25.90;33.40;31.10;0.42;339.00;45.00;18.40;202.00;541.00;12.00;
3;13.00;50.00;387.00;26.00;27.90;35.30;34.10;0.42;384.00;44.00;17.80;246.00;630.00;12.60;
3;13.00;55.00;345.00;27.90;29.70;37.10;37.00;0.41;428.00;40.00;16.80;286.00;714.00;13.00;
3;13.00;60.00;314.00;29.70;31.40;38.80;39.70;0.41;471.00;37.00;16.00;323.00;794.00;13.20;
3;13.00;65.00;288.00;31.30;32.90;40.40;42.30;0.41;513.00;34.00;15.20;357.00;870.00;13.40;
3;13.00;70.00;267.00;32.80;34.30;41.90;44.70;0.40;553.00;31.00;14.20;388.00;941.00;13.40;
3;13.00;75.00;249.00;34.20;35.60;43.30;47.00;0.40;593.00;29.00;13.80;417.00;1010.00;13.50;
3;13.00;80.00;235.00;35.50;36.90;44.70;49.20;0.40;631.00;26.00;12.80;443.00;1074.00;13.40;
3;13.00;85.00;223.00;36.60;37.90;46.10;51.30;0.40;668.00;24.00;12.20;467.00;1135.00;13.40;
3;13.00;90.00;213.00;37.80;39.00;47.30;53.20;0.39;704.00;22.00;11.60;489.00;1193.00;13.30;
3;13.00;95.00;204.00;38.80;40.00;48.50;55.00;0.39;739.00;20.00;11.00;509.00;1248.00;13.10;
3;13.00;100.00;196.00;39.80;40.90;49.60;56.80;0.39;773.00;18.00;10.40;527.00;1300.00;13.00;
3;14.00;20.00;1000.00;10.50;12.70;19.90;16.00;0.47;99.00;0.00;0.00;0.00;99.00;4.90;
3;14.00;25.00;883.00;14.00;16.20;25.40;19.10;0.45;160.00;24.00;17.00;24.00;184.00;7.40;
3;14.00;30.00;693.00;17.20;19.40;27.80;22.60;0.44;212.00;51.00;20.60;75.00;287.00;9.60;
3;14.00;35.00;567.00;20.10;22.20;30.10;26.00;0.43;263.00;53.00;20.80;128.00;391.00;11.20;
3;14.00;40.00;477.00;22.70;24.70;32.30;29.40;0.43;313.00;53.00;20.60;181.00;494.00;12.40;
3;14.00;45.00;409.00;25.00;26.90;34.40;32.70;0.42;363.00;50.00;20.00;231.00;594.00;13.20;
3;14.00;50.00;360.00;27.20;29.00;36.40;36.00;0.41;412.00;45.00;18.80;276.00;688.00;13.80;
3;14.00;55.00;321.00;29.20;30.90;38.30;39.00;0.41;460.00;42.00;18.00;318.00;778.00;14.10;
3;14.00;60.00;292.00;31.00;32.60;40.10;41.90;0.41;506.00;40.00;17.20;358.00;864.00;14.40;
3;14.00;65.00;268.00;32.70;34.20;41.80;44.60;0.40;551.00;35.00;16.00;393.00;944.00;14.50;
3;14.00;70.00;249.00;34.20;35.60;43.50;47.10;0.40;595.00;33.00;15.40;426.00;1021.00;14.60;
3;14.00;75.00;233.00;35.60;37.00;45.00;49.60;0.40;638.00;29.00;14.40;455.00;1093.00;14.60;
3;14.00;80.00;220.00;37.00;38.30;46.40;51.90;0.40;678.00;28.00;13.60;483.00;1161.00;14.50;
3;14.00;85.00;209.00;38.20;39.40;47.80;54.00;0.39;719.00;24.00;13.00;507.00;1226.00;14.40;
3;14.00;90.00;200.00;39.40;40.50;49.20;56.00;0.39;758.00;22.00;12.20;529.00;1287.00;14.30;
3;14.00;95.00;192.00;40.50;41.60;50.40;57.90;0.39;795.00;21.00;11.60;550.00;1345.00;14.20;
3;14.00;100.00;185.00;41.50;42.50;51.60;59.60;0.39;832.00;18.00;11.00;568.00;1400.00;14.00;
3;15.00;20.00;1000.00;11.10;13.30;21.30;16.50;0.47;110.00;0.00;0.00;0.00;110.00;5.50;
3;15.00;25.00;834.00;14.80;17.00;25.90;19.90;0.45;172.00;36.00;19.60;36.00;208.00;8.30;
3;15.00;30.00;657.00;18.10;20.20;28.40;23.60;0.44;226.00;57.00;22.20;93.00;319.00;10.60;
3;15.00;35.00;530.00;21.10;23.20;30.90;27.20;0.43;280.00;58.00;22.40;151.00;431.00;12.30;
3;15.00;40.00;447.00;23.80;25.80;33.30;30.80;0.42;334.00;56.00;22.00;207.00;541.00;13.50;
3;15.00;45.00;383.00;26.20;28.10;35.50;34.30;0.42;387.00;53.00;21.20;260.00;647.00;14.40;
3;15.00;50.00;336.00;28.40;30.20;37.60;37.70;0.41;439.00;49.00;20.20;309.00;748.00;15.00;
3;15.00;55.00;301.00;30.40;32.10;39.50;40.90;0.41;491.00;43.00;19.00;352.00;843.00;15.30;
3;15.00;60.00;273.00;32.20;33.80;41.40;44.00;0.40;540.00;42.00;18.20;394.00;934.00;15.60;
3;15.00;65.00;251.00;34.00;35.40;43.20;46.80;0.40;588.00;38.00;17.20;432.00;1020.00;15.70;
3;15.00;70.00;233.00;35.50;36.90;44.90;49.50;0.40;635.00;34.00;16.20;466.00;1101.00;15.70;
3;15.00;75.00;219.00;37.00;38.30;46.50;52.10;0.40;681.00;30.00;15.20;496.00;1177.00;15.70;
3;15.00;80.00;207.00;38.40;39.60;48.00;54.30;0.39;725.00;27.00;14.20;523.00;1248.00;15.60;
3;15.00;85.00;197.00;39.60;40.70;49.50;56.50;0.39;769.00;24.00;13.60;547.00;1316.00;15.50;
3;15.00;90.00;188.00;40.80;41.90;50.90;58.70;0.39;811.00;23.00;13.00;570.00;1381.00;15.30;
3;15.00;95.00;181.00;41.90;42.90;52.20;60.60;0.39;851.00;21.00;12.20;591.00;1442.00;15.20;
3;15.00;100.00;175.00;43.00;44.00;53.50;62.30;0.39;891.00;18.00;11.60;609.00;1500.00;15.00;
3;16.00;20.00;1000.00;11.70;13.90;23.00;17.10;0.45;122.00;0.00;0.00;0.00;122.00;6.10;
3;16.00;25.00;792.00;15.40;17.60;26.40;20.60;0.45;183.00;49.00;22.00;49.00;232.00;9.30;
3;16.00;30.00;619.00;18.90;21.00;29.10;24.50;0.44;241.00;62.00;24.00;111.00;352.00;11.70;
3;16.00;35.00;498.00;22.00;24.00;31.70;28.40;0.43;299.00;62.00;24.00;173.00;472.00;13.50;
3;16.00;40.00;417.00;24.70;26.60;34.20;32.30;0.42;356.00;60.00;23.40;233.00;589.00;14.70;
3;16.00;45.00;358.00;27.30;29.10;36.50;36.00;0.41;413.00;55.00;22.40;288.00;701.00;15.60;
3;16.00;50.00;315.00;29.50;31.20;38.70;39.60;0.41;469.00;51.00;21.40;339.00;808.00;16.20;
3;16.00;55.00;282.00;31.60;33.20;40.80;42.90;0.41;524.00;46.00;20.20;385.00;909.00;16.50;
3;16.00;60.00;256.00;33.60;35.10;42.80;46.20;0.40;577.00;42.00;19.00;427.00;1004.00;16.70;
3;16.00;65.00;236.00;35.40;36.80;44.70;49.00;0.40;629.00;39.00;18.20;466.00;1095.00;16.80;
3;16.00;70.00;220.00;37.00;38.30;46.40;51.90;0.40;679.00;35.00;17.00;501.00;1180.00;16.90;
3;16.00;75.00;206.00;38.50;39.70;48.10;54.50;0.39;728.00;31.00;16.00;532.00;1260.00;16.80;
3;16.00;80.00;196.00;39.90;41.00;49.70;56.80;0.39;776.00;28.00;15.20;560.00;1336.00;16.70;
3;16.00;85.00;187.00;41.10;42.20;51.20;59.10;0.39;822.00;25.00;14.20;585.00;1407.00;16.60;
3;16.00;90.00;179.00;42.30;43.30;52.70;61.40;0.39;867.00;23.00;13.60;608.00;1475.00;16.40;
3;16.00;95.00;172.00;43.50;44.40;54.20;63.30;0.39;910.00;21.00;12.80;629.00;1539.00;16.20;
3;16.00;100.00;167.00;44.60;45.50;55.50;65.00;0.38;952.00;19.00;12.20;648.00;1600.00;16.00;
3;17.00;20.00;1000.00;12.20;14.40;24.60;17.70;0.45;136.00;0.00;0.00;0.00;136.00;6.80;
3;17.00;25.00;752.00;16.10;18.30;26.90;21.40;0.45;194.00;63.00;24.20;63.00;257.00;10.30;
3;17.00;30.00;583.00;19.70;21.80;29.80;25.50;0.44;255.00;68.00;25.80;131.00;386.00;12.90;
3;17.00;35.00;470.00;22.90;24.90;32.50;29.60;0.43;317.00;66.00;25.60;197.00;514.00;14.70;
3;17.00;40.00;392.00;25.70;27.60;35.10;33.80;0.42;378.00;63.00;24.80;260.00;638.00;15.90;
3;17.00;45.00;337.00;28.40;30.20;37.50;37.60;0.41;439.00;58.00;23.80;318.00;757.00;16.80;
3;17.00;50.00;296.00;30.70;32.30;39.80;41.40;0.41;498.00;54.00;22.60;372.00;870.00;17.40;
3;17.00;55.00;265.00;32.80;34.30;42.00;44.90;0.40;556.00;49.00;21.40;421.00;977.00;17.80;
3;17.00;60.00;241.00;34.80;36.20;44.10;48.30;0.40;614.00;42.00;20.00;463.00;1077.00;18.00;
3;17.00;65.00;223.00;36.60;37.90;46.10;51.30;0.40;669.00;39.00;18.80;502.00;1171.00;18.00;
3;17.00;70.00;208.00;38.30;39.50;47.90;54.20;0.39;723.00;35.00;17.80;537.00;1260.00;18.00;
3;17.00;75.00;195.00;39.80;40.90;49.70;56.90;0.39;775.00;33.00;17.00;570.00;1345.00;17.90;
3;17.00;80.00;186.00;41.30;42.30;51.40;59.30;0.39;826.00;28.00;15.80;598.00;1424.00;17.80;
3;17.00;85.00;178.00;42.60;43.60;53.00;61.60;0.39;875.00;26.00;15.00;624.00;1499.00;17.60;
3;17.00;90.00;171.00;43.80;44.70;54.50;63.80;0.39;923.00;23.00;14.20;647.00;1570.00;17.40;
3;17.00;95.00;165.00;45.00;45.90;56.00;65.80;0.38;969.00;20.00;13.20;667.00;1636.00;17.20;
3;17.00;100.00;160.00;46.10;46.90;57.40;67.70;0.38;1015.00;18.00;12.80;685.00;1700.00;17.00;
3;18.00;20.00;970.00;12.80;15.00;25.70;18.20;0.45;149.00;2.00;0.00;2.00;151.00;7.60;
3;18.00;25.00;714.00;16.80;19.00;27.50;22.10;0.44;205.00;76.00;26.40;78.00;283.00;11.30;
3;18.00;30.00;549.00;20.50;22.60;30.40;26.50;0.43;270.00;72.00;27.40;150.00;420.00;14.00;
3;18.00;35.00;444.00;23.80;25.80;33.30;30.90;0.42;335.00;71.00;27.20;221.00;556.00;15.90;
3;18.00;40.00;370.00;26.70;28.50;36.00;35.20;0.42;400.00;67.00;26.40;288.00;688.00;17.20;
3;18.00;45.00;318.00;29.40;31.10;38.50;39.30;0.41;464.00;61.00;25.00;349.00;813.00;18.10;
3;18.00;50.00;279.00;31.80;33.40;40.90;43.30;0.41;528.00;55.00;23.80;404.00;932.00;18.60;
3;18.00;55.00;250.00;34.00;35.40;43.20;46.90;0.40;590.00;51.00;22.60;455.00;1045.00;19.00;
3;18.00;60.00;228.00;36.00;37.30;45.50;50.30;0.40;650.00;45.00;21.00;500.00;1150.00;19.20;
3;18.00;65.00;211.00;37.80;39.00;47.50;53.50;0.39;709.00;40.00;19.80;540.00;1249.00;19.20;
3;18.00;70.00;197.00;39.60;40.70;49.40;56.50;0.39;767.00;34.00;18.40;574.00;1341.00;19.20;
3;18.00;75.00;186.00;41.20;42.30;51.30;59.20;0.39;823.00;32.00;17.60;606.00;1429.00;19.10;
3;18.00;80.00;177.00;42.70;43.70;53.00;61.70;0.39;876.00;30.00;16.60;636.00;1512.00;18.90;
3;18.00;85.00;170.00;44.00;44.90;54.70;64.10;0.39;929.00;25.00;15.60;661.00;1590.00;18.70;
3;18.00;90.00;163.00;45.30;46.20;56.40;66.20;0.38;980.00;23.00;14.80;684.00;1664.00;18.50;
3;18.00;95.00;158.00;46.40;47.20;57.90;68.30;0.38;1029.00;21.00;14.00;705.00;1734.00;18.30;
3;18.00;100.00;153.00;47.50;48.30;59.30;70.20;0.38;1078.00;17.00;13.20;722.00;1800.00;18.00;
3;19.00;20.00;928.00;13.40;15.60;25.00;18.50;0.45;151.00;15.00;0.00;15.00;166.00;8.30;
3;19.00;25.00;677.00;17.60;19.70;28.00;22.90;0.44;217.00;73.00;27.80;88.00;305.00;12.20;
3;19.00;30.00;520.00;21.30;23.40;31.10;27.60;0.43;286.00;77.00;29.20;165.00;451.00;15.00;
3;19.00;35.00;420.00;24.70;26.60;34.10;32.20;0.42;355.00;76.00;29.00;241.00;596.00;17.00;
3;19.00;40.00;350.00;27.70;29.50;36.90;36.70;0.41;423.00;71.00;27.80;312.00;735.00;18.40;
3;19.00;45.00;299.00;30.50;32.10;39.60;41.00;0.41;492.00;64.00;26.60;376.00;868.00;19.30;
3;19.00;50.00;264.00;33.00;34.50;42.10;45.10;0.40;559.00;57.00;24.80;433.00;992.00;19.80;
3;19.00;55.00;237.00;35.20;36.60;44.50;49.00;0.40;625.00;52.00;23.60;485.00;1110.00;20.20;
3;19.00;60.00;217.00;37.20;38.50;46.80;52.50;0.40;690.00;46.00;22.20;531.00;1221.00;20.40;
3;19.00;65.00;201.00;39.10;40.30;49.00;55.70;0.39;752.00;42.00;20.80;573.00;1325.00;20.40;
3;19.00;70.00;188.00;40.90;42.00;51.00;58.80;0.39;813.00;36.00;19.40;609.00;1422.00;20.30;
3;19.00;75.00;178.00;42.50;43.50;53.00;61.60;0.39;872.00;33.00;18.40;642.00;1514.00;20.20;
3;19.00;80.00;169.00;44.00;44.90;54.70;64.10;0.39;931.00;27.00;17.20;669.00;1600.00;20.00;
3;19.00;85.00;163.00;45.40;46.30;56.50;66.60;0.38;986.00;27.00;16.40;696.00;1682.00;19.80;
3;19.00;90.00;157.00;46.70;47.50;58.20;68.70;0.38;1040.00;23.00;15.40;719.00;1759.00;19.50;
3;19.00;95.00;152.00;47.90;48.70;59.80;70.70;0.38;1093.00;19.00;14.40;738.00;1831.00;19.30;
3;19.00;100.00;148.00;49.00;49.70;61.30;72.60;0.38;1145.00;17.00;13.80;755.00;1900.00;19.00;
3;20.00;20.00;889.00;13.90;16.10;25.20;19.00;0.45;158.00;25.00;0.00;25.00;183.00;9.10;
3;20.00;25.00;646.00;18.20;20.30;28.50;23.70;0.44;229.00;77.00;29.60;102.00;331.00;13.20;
3;20.00;30.00;494.00;22.10;24.10;31.80;28.70;0.43;301.00;83.00;31.00;185.00;486.00;16.20;
3;20.00;35.00;396.00;25.60;27.50;34.90;33.50;0.42;374.00;80.00;30.60;265.00;639.00;18.30;
3;20.00;40.00;330.00;28.70;30.40;37.90;38.20;0.41;447.00;73.00;29.20;338.00;785.00;19.60;
3;20.00;45.00;283.00;31.50;33.10;40.70;42.70;0.41;519.00;67.00;27.80;405.00;924.00;20.50;
3;20.00;50.00;250.00;34.10;35.50;43.30;47.00;0.40;591.00;59.00;26.20;464.00;1055.00;21.10;
3;20.00;55.00;225.00;36.40;37.70;45.80;50.90;0.40;661.00;53.00;24.60;517.00;1178.00;21.40;
3;20.00;60.00;206.00;38.50;39.70;48.20;54.50;0.39;729.00;48.00;23.20;565.00;1294.00;21.60;
3;20.00;65.00;191.00;40.40;41.50;50.40;57.90;0.39;795.00;42.00;21.60;607.00;1402.00;21.60;
3;20.00;70.00;180.00;42.20;43.20;52.50;61.00;0.39;861.00;35.00;20.20;642.00;1503.00;21.50;
3;20.00;75.00;170.00;43.80;44.70;54.60;63.80;0.39;923.00;34.00;19.20;676.00;1599.00;21.30;
3;20.00;80.00;163.00;45.30;46.20;56.40;66.40;0.39;985.00;28.00;18.00;704.00;1689.00;21.10;
3;20.00;85.00;157.00;46.80;47.60;58.30;68.90;0.38;1044.00;25.00;16.80;729.00;1773.00;20.90;
3;20.00;90.00;151.00;48.10;48.90;60.00;71.00;0.38;1102.00;23.00;16.20;752.00;1854.00;20.60;
3;20.00;95.00;147.00;49.30;50.00;61.70;73.00;0.38;1158.00;19.00;15.00;771.00;1929.00;20.30;
3;20.00;100.00;143.00;50.40;51.10;63.30;75.00;0.38;1212.00;17.00;14.20;788.00;2000.00;20.00;
4;4.00;30.00;5291.00;7.00;8.30;21.90;7.30;28.00;43.00;-1.00;-1.00;-1.00;43.00;1.40;
4;4.00;35.00;3996.00;8.20;9.50;23.60;8.70;37.00;72.00;-1.00;5.80;-1.00;72.00;2.10;
4;4.00;40.00;3159.00;9.40;10.70;25.00;10.00;42.00;98.00;3.00;5.80;3.00;101.00;2.50;
4;4.00;45.00;2578.00;10.50;11.80;26.20;11.40;44.00;122.00;5.00;5.80;8.00;130.00;2.90;
4;4.00;50.00;2154.00;11.60;12.90;27.20;12.70;46.00;144.00;7.00;5.70;15.00;159.00;3.20;
4;4.00;55.00;1833.00;12.50;13.80;28.00;13.90;47.00;163.00;9.00;5.60;24.00;187.00;3.40;
4;4.00;60.00;1582.00;13.40;14.60;28.60;15.20;47.00;180.00;11.00;5.50;35.00;215.00;3.60;
4;4.00;65.00;1381.00;14.20;15.40;29.00;16.40;47.00;194.00;12.00;5.40;47.00;241.00;3.70;
4;4.00;70.00;1218.00;14.90;16.10;29.40;17.50;47.00;207.00;13.00;5.20;60.00;267.00;3.80;
4;4.00;75.00;1083.00;15.60;16.70;29.60;18.70;48.00;218.00;14.00;5.00;74.00;292.00;3.90;
4;4.00;80.00;969.00;16.20;17.30;29.70;19.80;48.00;228.00;14.00;4.80;88.00;316.00;4.00;
4;4.00;85.00;873.00;16.80;17.80;29.70;20.80;47.00;236.00;15.00;4.50;103.00;339.00;4.00;
4;4.00;90.00;789.00;17.30;18.30;29.70;21.90;47.00;242.00;15.00;4.30;118.00;360.00;4.00;
4;4.00;95.00;717.00;17.80;18.80;29.50;22.90;47.00;248.00;15.00;4.10;133.00;381.00;4.00;
4;4.00;100.00;654.00;18.30;19.30;29.30;23.90;47.00;252.00;15.00;3.90;148.00;400.00;4.00;
4;4.00;105.00;598.00;18.70;19.60;29.00;24.90;47.00;254.00;16.00;3.60;164.00;418.00;4.00;
4;4.00;110.00;548.00;19.10;20.00;28.70;25.80;47.00;255.00;16.00;3.40;180.00;435.00;4.00;
4;4.00;115.00;503.00;19.40;20.30;28.20;26.80;47.00;256.00;16.00;3.20;196.00;452.00;3.90;
4;4.00;120.00;461.00;19.70;20.50;27.70;27.70;47.00;255.00;16.00;3.10;212.00;467.00;3.90;
4;4.00;125.00;423.00;20.10;20.90;27.10;28.60;47.00;252.00;17.00;2.90;229.00;481.00;3.90;
4;4.00;130.00;388.00;20.30;21.10;26.40;29.40;47.00;249.00;17.00;2.80;246.00;495.00;3.80;
4;4.00;135.00;354.00;20.60;21.40;25.50;30.30;47.00;245.00;18.00;2.70;264.00;509.00;3.80;
4;4.00;140.00;323.00;20.90;21.70;24.50;31.10;47.00;239.00;18.00;2.60;282.00;521.00;3.70;
4;5.00;25.00;6146.00;6.90;8.20;22.50;6.80;24.00;37.00;-1.00;-1.00;-1.00;37.00;1.50;
4;5.00;30.00;4310.00;8.50;9.80;24.40;8.50;35.00;72.00;1.00;7.10;1.00;73.00;2.40;
4;5.00;35.00;3228.00;9.90;11.20;25.90;10.10;41.00;106.00;2.00;7.20;3.00;109.00;3.10;
4;5.00;40.00;2534.00;11.20;12.50;27.10;11.70;45.00;136.00;6.00;7.20;9.00;145.00;3.60;
4;5.00;45.00;2057.00;12.40;13.70;28.10;13.20;46.00;161.00;10.00;7.10;19.00;180.00;4.00;
4;5.00;50.00;1712.00;13.60;14.80;28.90;14.70;47.00;184.00;12.00;7.00;31.00;215.00;4.30;
4;5.00;55.00;1451.00;14.60;15.80;29.60;16.10;47.00;204.00;14.00;6.80;45.00;249.00;4.50;
4;5.00;60.00;1249.00;15.60;16.70;30.00;17.50;47.00;221.00;16.00;6.60;61.00;282.00;4.70;
4;5.00;65.00;1088.00;16.50;17.50;30.40;18.90;47.00;236.00;17.00;6.40;78.00;314.00;4.80;
4;5.00;70.00;958.00;17.30;18.30;30.60;20.20;47.00;250.00;17.00;6.10;95.00;345.00;4.90;
4;5.00;75.00;851.00;18.10;19.10;30.80;21.50;47.00;261.00;18.00;5.90;113.00;374.00;5.00;
4;5.00;80.00;762.00;18.80;19.70;30.80;22.70;47.00;271.00;18.00;5.60;131.00;402.00;5.00;
4;5.00;85.00;685.00;19.40;20.30;30.80;23.90;47.00;280.00;18.00;5.30;149.00;429.00;5.00;
4;5.00;90.00;621.00;20.00;20.80;30.80;25.10;47.00;287.00;18.00;5.00;167.00;454.00;5.00;
4;5.00;95.00;565.00;20.60;21.40;30.70;26.30;47.00;293.00;18.00;4.80;185.00;478.00;5.00;
4;5.00;100.00;516.00;21.10;21.90;30.50;27.40;46.00;297.00;18.00;4.50;203.00;500.00;5.00;
